Number,Name,Calories,Proteins,Carbs,Fats
11447,"SESBANIA FLOWER,RAW",27,1.3,6.7,0
11448,"SESBANIA FLOWER,CKD,STMD,WO/SALT",22,1.1,5.2,0.1
11450,"SOYBEANS,GREEN,RAW",147,12.9,11.1,6.8
11451,"SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",141,12.4,11.1,6.4
11452,"SOYBEANS,MATURE SEEDS,SPROUTED,RAW",122,13.1,9.6,6.7
11453,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",81,8.5,6.5,4.4
11454,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",125,13.1,9.4,7.1
11457,"SPINACH,RAW",23,2.9,3.6,0.4
11458,"SPINACH,CKD,BLD,DRND,WO/ SALT",23,3,3.8,0.3
11459,"SPINACH,CND,REG PK,SOL&LIQUIDS",19,2.1,2.9,0.4
11461,"SPINACH,CND,DRND SOL",23,2.8,3.4,0.5
11463,"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",31,3.9,4.3,0.8
11464,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",32,4,5.2,0.5
11467,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",19,0.9,4,0.2
11468,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,WO/SALT",20,0.9,4.3,0.3
11471,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",13,0.6,3,0.1
11473,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",20,0.8,4.8,0.1
11474,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT",25,1.3,5.5,0.2
11475,"SQUASH,SUMMER,SCALLOP,RAW",18,1.2,3.8,0.2
11476,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",16,1,3.3,0.2
11477,"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",16,1.2,3.3,0.2
11478,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",16,0.6,3.9,0.1
11479,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",17,1.2,3.6,0.1
11480,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",17,1.1,3.6,0.1
11481,"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",29,1,6.8,0.1
11482,"SQUASH,WINTER,ACORN,RAW",40,0.8,10.4,0.1
11483,"SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",56,1.1,14.6,0.1
11484,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",34,0.7,8.8,0.1
11485,"SQUASH,WNTR,BUTTERNUT,RAW",45,1,11.7,0.1
11486,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",40,0.9,10.5,0.1
11487,"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",57,1.8,14.4,0.1
11488,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",39,1.2,10.1,0.1
11489,"SQUASH,WINTER,HUBBARD,RAW",40,2,8.7,0.5
11490,"SQUASH,WNTR,HUBBARD,CKD,BKD,WO/SALT",50,2.5,10.8,0.6
11491,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",30,1.5,6.5,0.4
11492,"SQUASH,WNTR,SPAGHETTI,RAW",31,0.6,6.9,0.6
11493,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",27,0.7,6.5,0.3
11495,"SUCCOTASH,(CORN&LIMAS),RAW",99,5,19.6,1
11496,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",115,5.1,24.4,0.8
11497,"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",77,2.6,17.6,0.5
11499,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",63,2.6,14,0.5
11501,"SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",93,4.3,19.9,0.9
11502,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",93,4.3,20,0.9
11503,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",19,2.6,3.1,0.2
11504,"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",20,2.1,3.7,0.2
11505,"SWEET POTATO LEAVES,RAW",35,4,6.4,0.3
11506,"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT",34,2.3,7.3,0.3
11507,"SWEET POTATO,RAW,UNPREP",86,1.6,20.1,0.1
11508,"SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",90,2,20.7,0.2
11510,"SWEET POTATO,CKD,BLD,WO/ SKN",76,1.4,17.7,0.1
11512,"SWEET POTATO,CND,VACUUM PK",91,1.6,21.1,0.2
11514,"SWEET POTATO,CND,MSHD",101,2,23.2,0.2
11516,"SWEET POTATO,FRZ,UNPREP",96,1.7,22.2,0.2
11517,"SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",100,1.7,23.4,0.1
11518,"TARO,RAW",112,1.5,26.5,0.2
11519,"TARO,COOKED,WITHOUT SALT",142,0.5,34.6,0.1
11520,"TARO LEAVES,RAW",42,5,6.7,0.7
11521,"TARO LEAVES,CKD,STMD,WO/SALT",24,2.7,4,0.4
11522,"TARO SHOOTS,RAW",11,0.9,2.3,0.1
11523,"TARO SHOOTS,CKD,WO/SALT",14,0.7,3.2,0.1
11525,"TARO,TAHITIAN,RAW",44,2.8,6.9,1
11526,"TARO,TAHITIAN,CKD,WO/SALT",44,4.2,6.8,0.7
11527,"TOMATOES,GREEN,RAW",23,1.2,5.1,0.2
11529,"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",18,0.9,3.9,0.2
11530,"TOMATOES,RED,RIPE,CKD",18,0.9,4,0.1
11531,"TOMATOES,RED,RIPE,CND,WHL,REG PK",17,0.8,3.9,0.1
11533,"TOMATOES,RED,RIPE,CND,STWD",26,0.9,6.2,0.2
11535,"TOMATOES,RED,RIPE,CND,WEDGES IN TOMATO JUC",26,0.8,6.3,0.2
11537,"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",15,0.7,3.6,0.1
11540,"TOMATO JUC,CND,W/SALT",17,0.8,4.2,0.1
11546,"TOMATO PRODUCTS,CND,PASTE,WO/SALT",82,4.3,18.9,0.5
11547,"TOMATO PRODUCTS,CND,PUREE,WO/SALT",38,1.6,9,0.2
11548,TOMATO POWDER,302,12.9,74.7,0.4
11549,"TOMATO PRODUCTS,CND,SAU",32,1.3,7.4,0.2
11551,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",35,1.5,8.4,0.1
11553,"TOMATO PRODUCTS,CND,SAU,W/ONIONS",42,1.6,9.9,0.2
11555,"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",59,2.1,10.2,1.9
11557,"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",41,0.9,8.8,0.7
11559,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",32,1.3,7.1,0.4
11563,"TREE FERN,CKD,WO/SALT",40,0.3,11,0.1
11564,"TURNIPS,RAW",28,0.9,6.4,0.1
11565,"TURNIPS,CKD,BLD,DRND,WO/SALT",22,0.7,5.1,0.1
11566,"TURNIPS,FROZEN,UNPREPARED",16,1,2.9,0.2
11567,"TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",23,1.5,4.3,0.2
11568,"TURNIP GREENS,RAW",32,1.5,7.1,0.3
11569,"TURNIP GRNS,CKD,BLD,DRND,WO/SALT",20,1.1,4.4,0.2
11570,"TURNIP GRNS,CND,SOL&LIQUIDS",14,1.4,2.4,0.3
11574,"TURNIP GRNS,FRZ,UNPREP",22,2.5,3.7,0.3
11575,"TURNIP GRNS,FRZ,CKD,BLD,DRND,WO/SALT",29,3.3,5,0.4
11576,"TURNIP GRNS&TURNIPS,FRZ,UNPREP",21,2.5,3.4,0.2
11577,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,WO/SALT",21,2.1,2.9,0.2
11578,"VEGETABLE JUC COCKTAIL,CND",19,0.6,4.6,0.1
11579,"VEGETABLES,MXD,CND,SOL&LIQUIDS",36,1.4,7.1,0.3
11581,"VEGETABLES,MXD,CND,DRND SOL",49,2.6,9.3,0.3
11583,"VEGETABLES,MXD,FRZ,UNPREP",64,3.3,13.5,0.5
11584,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,WO/SALT",65,2.9,13.1,0.2
11587,"VINESPINACH,(BASELLA),RAW",19,1.8,3.4,0.3
11588,"WATERCHESTNUTS,CHINESE,(MATAI),RAW",97,1.4,23.9,0.1
11590,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",50,0.9,12.3,0.1
11591,"WATERCRESS,RAW",11,2.3,1.3,0.1
11593,"WAXGOURD,(CHINESE PRESERVING MELON),RAW",13,0.4,3,0.2
11594,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,WO/SALT",14,0.4,3,0.2
11595,"WINGED BNS,IMMAT SEEDS,RAW",49,6.9,4.3,0.9
11596,"WINGED BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",38,5.3,3.2,0.7
11597,"WINGED BEAN LEAVES,RAW",74,5.8,14.1,1.1
11599,"WINGED BEAN TUBER,RAW",148,11.6,28.1,0.9
11601,"YAM,RAW",118,1.5,27.9,0.2
11602,"YAM,CKD,BLD,DRND,OR BKD,WO/SALT",116,1.5,27.6,0.1
11603,"YAMBEAN (JICAMA),RAW",38,0.7,8.8,0.1
11604,"YAMBEAN (JICAMA),CKD,BLD,DRND,WO/SALT",38,0.7,8.8,0.1
11605,"BEETS,HARVARD,CND,SOL&LIQUIDS",73,0.8,18.2,0.1
11609,"BEETS,PICKLED,CND,SOL&LIQUIDS",65,0.8,16.3,0.1
11613,"BORAGE,RAW",21,1.8,3.1,0.7
11614,"BORAGE,CKD,BLD,DRND,WO/SALT",25,2.1,3.5,0.8
11615,"CHIVES,FREEZE-DRIED",311,21.2,64.3,3.5
11616,"DOCK,RAW",22,2,3.2,0.7
11617,"DOCK,CKD,BLD,DRND,WO/SALT",20,1.8,2.9,0.6
11618,"EPPAW,RAW",150,4.6,31.7,1.8
11620,"HORSERADISH-TREE,PODS,RAW",37,2.1,8.5,0.2
11621,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,WO/SALT",36,2.1,8.2,0.2
11622,"KALE,SCOTCH,RAW",42,2.8,8.3,0.6
11623,"KALE,SCOTCH,CKD,BLD,DRND,WO/SALT",28,1.9,5.6,0.4
11624,"LEEKS,(BULB&LOWER-LEAF PORTION),FREEZE-DRIED",321,15.2,74.7,2.1
11625,"PARSLEY,FREEZE-DRIED",271,31.3,42.4,5.2
11626,"BEANS,MUNG,MATURE SEEDS,SPROUTED,CND,DRND SOL",12,1.4,2.1,0.1
11632,"PEPPERS,JALAPENO,CND,SOL&LIQUIDS",27,0.9,4.7,0.9
11634,"PEPPERS,SWT,GRN,FREEZE-DRIED",314,17.9,68.7,3
11637,"RADISHES,WHITE ICICLE,RAW",14,1.1,2.6,0.1
11640,"SHALLOTS,FREEZE-DRIED",348,12.3,80.7,0.5
11641,"SQUASH,SMMR,ALL VAR,RAW",16,1.2,3.3,0.2
11642,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",20,0.9,4.3,0.3
11643,"SQUASH,WNTR,ALL VAR,RAW",34,0.9,8.6,0.1
11644,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",37,0.9,8.9,0.3
11645,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",89,1,20.9,0.2
11647,"SWEET POTATO,CND,SYRUP PK,DRND SOL",108,1.3,25.4,0.3
11649,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",33,1.4,7.2,0.3
11653,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",62,5.3,11.6,0.9
11654,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",22,1.9,4.1,0.3
11655,"CARROT JUICE,CANNED",40,0.9,9.3,0.2
11656,"CORN PUDD,HOME-PREPARED",109,4.4,12.8,5.3
11657,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",83,1.9,17.5,0.6
11658,"SPINACH SOUFFLE,HOME-PREPARED",161,8.1,2.1,13.5
11659,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",144,0.9,27.9,3.3
11660,"TOMATOES,RED,RIPE,CKD,STWD",79,2,13.1,2.7
11663,"SEAWEED,AGAR,DRIED",306,6.2,80.9,0.3
11666,"SEAWEED,SPIRULINA,RAW",26,5.9,2.4,0.4
11667,"SEAWEED,SPIRULINA,DRIED",290,57.5,23.9,7.7
11669,"SEAWEED,WAKAME,RAW",45,3,9.1,0.6
11670,"PEPPERS,HOT CHILI,GRN,RAW",40,2,9.5,0.2
11671,"POTATOES,O'BRIEN,HOME-PREPARED",81,2.3,15.5,1.3
11672,"POTATO PANCAKES,HOME-PREPARED",272,6.2,28.6,15.2
11674,"POTATO,BKD,FLESH & SKN,WO/ SALT",93,2.5,21.1,0.1
11675,"POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT",105,2.4,24.1,0.1
11676,"RADISH SEEDS,SPROUTED,RAW",43,3.8,3.6,2.5
11677,"SHALLOTS,RAW",72,2.5,16.8,0.1
11683,"CARROT,DEHYDRATED",341,8.1,79.6,1.5
11693,"TOMATOES,CRUSHED,CANNED",32,1.6,7.3,0.3
11695,"TOMATOES,ORANGE,RAW",16,1.2,3.2,0.2
11696,"TOMATOES,YELLOW,RAW",15,1,3,0.3
11697,"ARROWROOT,RAW",65,4.2,13.4,0.2
11698,"CHRYSANTHEMUM LEAVES,RAW",24,3.4,3,0.6
11700,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT",21,2.1,4.1,0.2
11701,"ARROWHEAD,CKD,BLD,DRND,W/SALT",78,4.5,16.1,0.1
11702,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",50,3.5,11.2,0.2
11703,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",45,3.1,9.2,0.5
11705,"ASPARAGUS,CKD,BLD,DRND,W/SALT",22,2.4,4.1,0.2
11707,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",15,1.8,2.5,0.2
11709,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",18,3,1.9,0.4
11710,"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT",35,3.6,6.8,0.2
11711,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",19,0.8,4.3,0.2
11712,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",12,1.5,1.9,0.2
11713,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",33,4.8,4.7,0.6
11714,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",123,6.8,23.6,0.3
11715,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",71,4.1,13.3,0.3
11716,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",105,6.7,19.5,0.3
11717,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",103,6.1,19.3,0.3
11718,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",21,2,4.2,0.1
11719,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",78,7.1,15,0.8
11720,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",162,9.3,30.9,0.5
11721,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",22,1.9,4.1,0.3
11722,"BEANS,SNAP,YELLOW,RAW",31,1.8,7.1,0.1
11723,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",35,1.9,7.9,0.3
11724,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",35,1.9,7.9,0.3
11725,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",35,1.9,7.9,0.3
11726,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",15,0.8,3.5,0.1
11727,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",15,0.8,3.5,0.1
11728,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",15,0.8,3.5,0.1
11729,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",20,1.1,4.5,0.1
11730,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",33,1.8,7.6,0.2
11731,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",28,1.5,6.4,0.2
11732,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",28,1.5,6.4,0.2
11733,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",28,1.5,6.4,0.2
11734,"BEETS,CKD,BOILED. DRND,W/SALT",44,1.7,10,0.2
11735,"BEETS,CND,NO SALT,SOL&LIQUIDS",28,0.8,6.6,0.1
11736,"BEET GRNS,CKD,BLD,DRND,W/SALT",27,2.6,5.5,0.2
11737,"BORAGE,CKD,BLD,DRND,W/SALT",25,2.1,3.5,0.8
11738,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",62,4.8,10.1,0.5
11739,"BROCCOLI,LEAVES,RAW",28,3,5.2,0.3
11740,"BROCCOLI,FLOWER CLUSTERS,RAW",28,3,5.2,0.3
11741,"BROCCOLI,STALKS,RAW",28,3,5.2,0.3
11742,"BROCCOLI,CKD,BLD,DRND,W/SALT",28,3,5.1,0.3
11743,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",28,3.1,5.3,0.1
11744,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",28,3.1,5.3,0.1
11745,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",41,2.5,8.7,0.5
11746,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",42,3.6,8.3,0.4
11747,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",88,2.1,21.1,0.1
11748,"BUTTERBUR,CKD,BLD,DRND,W/SALT",8,0.2,2.2,0
11749,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",24,1.2,5.4,0.2
11750,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",24,1.2,5.4,0.2
11751,"CABBAGE,COMMON,CKD,BLD,DRND,W/SALT",22,1,4.5,0.4
11752,"CABBAGE,RED,CKD,BLD,DRND,W/SALT",21,1,4.6,0.2
11753,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",24,1.8,5.4,0.1
11754,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",12,1.6,1.8,0.2
11755,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT",14,1.5,2.4,0.2
11756,"CARDOON,CKD,BLD,DRND,W/SALT",22,0.8,5.3,0.1
11757,"CARROTS,CKD,BLD,DRND,W/SALT",35,0.8,8.2,0.2
11758,"CARROTS,CND,NO SALT,SOL&LIQUIDS",23,0.6,5.4,0.1
11759,"CARROTS,CND,NO SALT ,DRND SOL",25,0.6,5.5,0.2
11760,"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",37,0.6,7.7,0.7
11761,"CAULIFLOWER,CKD,BLD,DRND,W/SALT",23,1.8,4.1,0.4
11762,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",19,1.6,3.8,0.2
11763,"CELERIAC,CKD,BLD,DRND,W/SALT",27,1,5.9,0.2
11764,"CELERY,CKD,BLD,DRND,W/SALT",18,0.8,4,0.2
11765,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",20,1.9,4.1,0.1
11766,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",24,0.6,5.1,0.5
11767,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT",20,1.6,4.3,0.1
11768,"COLLARDS,CKD,BLD,DRND,W/SALT",26,2.1,4.9,0.4
11769,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",36,3,7.1,0.4
11770,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT",108,3.3,25.1,1.3
11771,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",64,2,15.4,0.5
11772,"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",72,1.7,18.1,0.4
11773,"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",79,2.4,19.4,0.5
11774,"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT",81,2.5,19.3,0.7
11775,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",93,3.1,22.3,0.7
11777,"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT",97,3.2,20.3,0.4
11778,"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",132,8.5,23.8,0.7
11779,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT",34,2.6,7,0.3
11780,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT",22,4.7,2.8,0.1
11781,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",23,1.9,3.8,0.6
11782,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",33,2,6.4,0.6
11783,"EGGPLANT,CKD,BLD,DRND,W/SALT",35,0.8,8.7,0.2
11784,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",15,0.6,3.7,0
11785,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",56,0.7,14.3,0.3
11786,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT",60,5.3,11.1,0.9
11787,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT",36,2.1,8.2,0.2
11788,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",50,3,9.2,0.3
11789,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",37,3.7,7.3,0.2
11790,"KALE,CKD,BLD,DRND,W/SALT",28,1.9,5.6,0.4
11791,"KALE,FRZ,CKD,BLD,DRND,W/SALT",30,2.8,5.2,0.5
11792,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",28,1.9,5.6,0.4
11793,"KOHLRABI,CKD,BLD,DRND,W/SALT",29,1.8,6.7,0.1
11794,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",32,3.2,5,0.7
11795,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT",31,0.8,7.6,0.2
11796,"LOTUS ROOT,CKD,BLD,DRND,W/SALT",66,1.6,16,0.1
11797,"MUSHROOMS,CKD,BLD,DRND,W/SALT",28,2.2,5.3,0.5
11798,"MUSHROOMS,SHIITAKE,CKD,W/SALT",55,1.6,14.3,0.2
11799,"MUSTARD GRNS,CKD,BLD,DRND,W/SALT",15,2.3,2.1,0.2
11800,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT",19,2.3,3.1,0.3
11801,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",16,1.7,2.8,0.2
11802,"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT",12,1.3,2.2,0.2
11803,"OKRA,CKD,BLD,DRND,W/SALT",22,1.9,4.5,0.2
11804,"OKRA,FRZ,CKD,BLD,DRND,W/SALT",28,2.1,5.8,0.3
11805,"ONIONS,CKD,BLD,DRND,W/SALT",44,1.4,10.1,0.2
11806,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",28,0.8,6.6,0.1
11807,"ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT",28,0.7,6.7,0.1
11808,"PARSNIPS,CKD,BLD,DRND,W/SALT",81,1.3,19.5,0.3
11809,"PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT",42,3.3,7.1,0.2
11810,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT",52,3.5,9,0.4
11811,"PEAS,GRN,CKD,BLD,DRND,W/SALT",84,5.4,15.6,0.2
11812,"PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",53,3.2,9.8,0.3
11813,"PEAS,GRN,CND,NO SALT,DRND SOL",69,4.4,12.6,0.3
11814,"PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT",78,5.2,14.3,0.3
11815,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",98,7.1,17.1,0.5
11816,"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",38,2.2,8.5,0.3
11817,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",48,3.1,10.1,0.4
11818,"PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT",45,2.5,8.6,0.2
11819,"PEPPERS,HOT CHILI,RED,RAW",40,1.9,8.8,0.4
11820,"PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS",21,0.9,5.1,0.1
11821,"PEPPERS,SWEET,RED,RAW",26,1,6,0.3
11822,"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT",28,0.9,6.7,0.2
11823,"PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT",28,0.9,6.7,0.2
11824,"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT",28,0.9,6.7,0.2
11825,"PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",18,0.9,3.9,0.2
11826,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",111,6,19.5,1.4
11827,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",20,2.3,3.1,0.4
11828,"POTATOES,BKD,FLESH & SKN,W/ SALT",93,2.5,21.1,0.1
11829,"POTATOES,BKD,FLESH,W/SALT",93,2,21.5,0.1
11830,"POTATOES,BKD,SKN,W/ SALT",198,4.3,46.1,0.1
11831,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT",87,1.9,20.1,0.1
11832,"POTATOES,BLD,CKD IN SKN,SKN,W/SALT",78,2.9,17.2,0.1
11833,"POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT",86,1.7,20,0.1
11834,"POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT",105,2.4,24.1,0.1
11835,"POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT",100,2.1,23.3,0.1
11836,"POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT",132,4.4,29.6,0.1
11837,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT",65,2,14.5,0.1
11838,"POTATOES,FRENCH FR,FRZ,HOME-PREPARED,HTD IN OVEN,W/SALT",200,3.2,31.2,7.6
11840,"POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT",218,3.4,34,8.2
